Variables = "X", "Y", "Ureal", "Vreal" , "Urec", "Vrec", "Uerror", "Verror" 
ZONE
i=128 , j=128
-5.25	-4	0.239239	0.959324	0.300414	0.940824	0.0611743	0.0185
-5.12992	-4	0.238928	0.958762	0.213643	0.955532	0.0252844	0.00323069
-5.00984	-4	0.238625	0.958173	0.211221	0.951483	0.0274033	0.00668913
-4.88976	-4	0.238324	0.957549	0.210275	0.953293	0.0280492	0.00425619
-4.76969	-4	0.238038	0.956895	0.212751	0.957321	0.0252866	0.000425518
-4.64961	-4	0.237756	0.956206	0.215123	0.954949	0.022633	0.001257
-4.52953	-4	0.237493	0.955484	0.212406	0.954595	0.025087	0.000889599
-4.40945	-4	0.237241	0.954725	0.209057	0.955684	0.0281847	0.000958741
-4.28937	-4	0.237002	0.953927	0.211546	0.956414	0.0254558	0.00248641
-4.16929	-4	0.236793	0.953096	0.213562	0.956541	0.0232305	0.00344497
-4.04921	-4	0.236602	0.952224	0.21277	0.95574	0.0238312	0.0035156
-3.92913	-4	0.236432	0.951309	0.212253	0.956991	0.0241781	0.00568169
-3.80906	-4	0.236299	0.950358	0.212628	0.957196	0.0236705	0.00683773
-3.68898	-4	0.236198	0.949368	0.213015	0.954132	0.0231833	0.00476378
-3.5689	-4	0.236132	0.948332	0.211856	0.953079	0.024276	0.00474644
-3.44882	-4	0.236105	0.947256	0.211982	0.948705	0.024123	0.00144863
-3.32874	-4	0.236128	0.946141	0.211764	0.950902	0.0243644	0.00476104
-3.20866	-4	0.236205	0.94499	0.213584	0.945612	0.022621	0.000622213
-3.08858	-4	0.236334	0.943799	0.213173	0.94459	0.0231605	0.000790894
-2.9685	-4	0.236524	0.94257	0.216464	0.94224	0.0200603	0.000329673
-2.84843	-4	0.236781	0.941308	0.217147	0.943555	0.0196342	0.00224733
-2.72835	-4	0.237111	0.940015	0.219988	0.937749	0.0171223	0.00226575
-2.60827	-4	0.237519	0.938694	0.220449	0.936052	0.0170698	0.00264263
-2.48819	-4	0.23801	0.93735	0.222025	0.938137	0.0159844	0.000786722
-2.36811	-4	0.23859	0.935988	0.224253	0.936263	0.0143372	0.000274897
-2.24803	-4	0.239264	0.934615	0.224355	0.93465	0.0149084	3.53E-05
-2.12795	-4	0.240036	0.933238	0.226689	0.933396	0.013347	0.00015825
-2.00787	-4	0.240912	0.931864	0.228177	0.933196	0.0127348	0.00133222
-1.8878	-4	0.241896	0.930501	0.22912	0.931732	0.0127761	0.00123024
-1.76772	-4	0.242991	0.929158	0.229594	0.9288	1.34E-02	3.58E-04
-1.64764	-4	0.2442	0.927844	0.231542	0.928174	0.0126581	0.000329793
-1.52756	-4	0.245528	0.92658	0.235845	0.923103	0.00968315	0.00347638
-1.40748	-4	0.246967	0.925374	0.235797	0.925498	0.0111701	0.000124157
-1.2874	-4	0.24852	0.924227	0.238151	0.918343	0.0103696	0.00588405
-1.16732	-4	0.250181	0.923157	0.239596	0.917088	0.0105851	0.00606871
-1.04724	-4	0.251954	0.922185	0.243915	0.915737	0.00803843	0.00644779
-0.927165	-4	0.253822	0.921322	0.243947	0.9145	0.00987473	6.82E-03
-0.807087	-4	0.255782	0.920569	0.245978	0.911658	0.0098033	0.00891119
-0.687008	-4	0.257826	0.919943	0.248829	0.910289	0.00899674	0.00965393
-0.566929	-4	0.259944	0.919467	0.254505	0.910938	0.00543901	0.0085296
-0.44685	-4	0.262116	0.919129	0.257113	0.909758	0.0050039	0.00937092
-0.326772	-4	0.26433	0.918952	0.260017	0.912852	0.0043124	0.0061
-0.206693	-4	0.266575	0.918941	0.265285	0.913004	0.0012899	0.00593656
-0.0866142	-4	0.26883	0.919082	0.270282	0.919916	0.00145221	0.000833809
0.0334646	-4	0.271082	0.919406	0.27214	0.916386	0.00105822	0.00301981
0.153543	-4	0.273304	0.91989	0.274256	0.919633	0.000951916	0.000256479
0.273622	-4	0.275494	0.920533	0.280627	0.91657	0.00513366	0.00396305
0.393701	-4	0.27762	0.921348	0.28698	0.916739	0.00936043	0.00460947
0.51378	-4	0.279676	0.922305	0.290277	0.915889	0.0106007	0.00641572
0.633858	-4	0.281643	0.923404	0.29286	0.915861	0.0112169	0.00754279
0.753937	-4	0.283511	0.92464	0.294799	0.916872	0.0112878	0.00776744
0.874016	-4	0.285271	0.925988	0.297565	0.910473	0.0122941	0.0155156
0.994094	-4	0.286904	0.927448	0.301794	0.918056	0.0148908	0.00939184
1.11417	-4	0.288407	0.929001	0.306634	0.914964	0.0182276	0.0140374
1.23425	-4	0.289783	0.930618	0.305628	0.919361	0.0158451	0.0112567
1.35433	-4	0.291013	0.932306	0.305192	0.925961	0.0141795	0.00634557
1.47441	-4	0.292105	0.934045	0.307344	0.93159	0.0152394	0.00245494
1.59449	-4	0.293059	0.935806	0.310349	0.934355	0.0172902	0.00145113
1.71457	-4	0.293882	0.937587	0.3112	0.937772	0.0173179	0.000185072
1.83465	-4	0.294563	0.939378	0.310473	0.943165	0.0159099	0.00378692
1.95472	-4	0.295112	0.941163	0.3104	0.947362	0.0152879	0.00619859
2.0748	-4	0.295541	0.942932	0.308848	0.944561	0.0133075	0.00162822
2.19488	-4	0.295854	0.944673	0.308631	0.946778	0.0127778	0.00210482
2.31496	-4	0.296057	0.946379	0.304848	0.950062	0.00879049	0.00368351
2.43504	-4	0.296158	0.948042	0.307315	0.947182	1.12E-02	0.000860333
2.55512	-4	0.296164	0.949656	0.305224	0.960451	0.00906059	0.0107952
2.6752	-4	0.296082	0.951218	0.308046	0.963345	1.20E-02	0.0121271
2.79528	-4	0.295922	0.952724	0.30381	0.973627	0.00788864	0.0209026
2.91535	-4	0.295689	0.954171	0.303637	0.971285	0.00794801	0.0171142
3.03543	-4	0.295393	0.955559	0.298882	0.974695	0.00348961	0.0191364
3.15551	-4	0.295042	0.956884	0.299436	0.975614	0.00439441	0.0187305
3.27559	-4	0.294642	0.958144	0.296951	0.968008	0.00230849	0.00986385
3.39567	-4	0.294199	0.959341	0.294798	0.969592	0.000598192	0.0102506
3.51575	-4	0.29372	0.960477	0.294269	0.968954	0.000548214	0.00847685
3.63583	-4	0.293212	0.961549	0.290839	0.969923	0.00237268	0.00837463
3.75591	-4	0.292679	0.962563	0.290653	0.96432	0.00202641	0.00175649
3.87598	-4	0.292117	0.963519	0.291413	0.968973	0.000703841	0.00545466
3.99606	-4	0.29154	0.96442	0.293648	0.965807	0.00210747	0.00138772
4.11614	-4	0.290954	0.965263	0.288718	0.96805	0.00223675	0.00278747
4.23622	-4	0.290361	0.966057	0.284167	0.966802	0.00619438	0.000745356
4.3563	-4	0.289752	0.966799	0.283644	0.97162	0.00610799	0.00482053
4.47638	-4	0.289143	0.967496	0.284908	0.970298	0.00423509	0.00280213
4.59646	-4	0.288539	0.968145	0.284065	0.972726	0.00447467	0.00458097
4.71654	-4	0.287925	0.968751	0.283447	0.976485	0.00447804	0.00773406
4.83661	-4	0.287319	0.969319	0.284564	0.977129	0.00275439	0.00781029
4.95669	-4	0.286718	0.969846	0.285538	0.97695	0.0011802	0.0071035
5.07677	-4	0.286119	0.970336	0.285198	0.975341	0.000921011	0.00500476
5.19685	-4	0.285533	0.970792	0.285118	0.975039	4.15E-04	0.00424737
