epoch,loss,val_loss
0,0.20238911952165997,0.025700056925415993
1,0.033524706850157064,0.02144218608736992
2,0.022038381546735764,0.01994483545422554
3,0.01925357518827214,0.018572509288787842
4,0.018054836046169784,0.01758566126227379
5,0.01726609424633138,0.01687655784189701
6,0.016615623169962096,0.016278183087706566
7,0.016031532603151658,0.015707647427916527
8,0.015507128747070538,0.015211452730000019
9,0.015044155366280499,0.014770904555916786
10,0.014636867460520828,0.014391014352440834
11,0.0142859975423883,0.014068287797272205
12,0.013990356203387766,0.013795997016131878
13,0.013741986387792756,0.013570564799010754
14,0.013539339306161684,0.01339934952557087
15,0.01337000579737565,0.01323216874152422
16,0.013228449586998014,0.0131062101572752
17,0.013111662229194361,0.013001141138374805
18,0.013014960267087993,0.012919883243739605
19,0.012933584258836858,0.01284076552838087
20,0.012865761897581466,0.012783294543623924
21,0.012807121445589206,0.012726088985800743
22,0.012757272843052359,0.012684429064393044
23,0.012720000601428397,0.012643317691981792
24,0.012679200345540749,0.012613430619239807
25,0.012647227384150028,0.012585644610226154
26,0.012621139559675665,0.012573081068694592
27,0.01260137903120588,0.012542253360152245
28,0.01258185286732281,0.012521100230515003
29,0.01256204434834859,0.012503698468208313
30,0.012547970092033638,0.012495980598032475
31,0.012534404447411789,0.012480180710554123
32,0.012523274649592006,0.01246654987335205
33,0.01251280669342069,0.01245705597102642
34,0.012505760416388512,0.012454047799110413
35,0.012496880693909,0.012441791594028473
36,0.012489770813023342,0.012435032054781914
37,0.012485127074315268,0.012438081204891205
38,0.01248356930035002,0.012421347200870514
39,0.01247115887920646,0.012422499246895313
40,0.012467487715184689,0.012417464517056942
41,0.012460496331400731,0.012417507357895374
42,0.012463347493287395,0.012417967431247234
43,0.012453766539692879,0.012400703504681587
44,0.012449361657833351,0.012396383099257946
45,0.012448650949141559,0.012392418459057808
46,0.012445197276332799,0.012394499965012074
47,0.012444313451209488,0.012390208430588245
48,0.012440710218951982,0.012387716211378574
49,0.012435978935921894,0.012383530847728252
50,0.01243367073509623,0.012381164357066154
51,0.012433630907360245,0.012379026971757412
52,0.01243750740061788,0.012388104572892189
53,0.01243044134667691,0.01237624604254961
54,0.012434496599085191,0.012376343831419945
55,0.012428684324464378,0.01237090490758419
56,0.012427512282396065,0.012370509095489979
57,0.012421489912359154,0.012368620373308659
58,0.01242111689027618,0.012368109077215195
59,0.012417365303810905,0.012367088347673416
60,0.012416165869902162,0.012364541180431843
61,0.012416896191151702,0.012377845123410225
62,0.012423524687833646,0.012377984821796417
63,0.012412862030460554,0.01236642338335514
64,0.012412777170538902,0.012377528473734856
65,0.012410345542080262,0.012363523244857788
66,0.012410248081912012,0.012372842989861965
67,0.012410936712780419,0.012369083240628242
68,0.012409392689519069,0.01235789805650711
69,0.012403916457996648,0.012359196320176125
70,0.012404328924329841,0.012357547879219055
71,0.01240491368533934,0.012353221885859966
72,0.01240827444502536,0.012352642603218555
73,0.012400080121177085,0.012352997437119484
74,0.012402138946687473,0.012362891808152199
75,0.01240441734519075,0.012350519187748432
76,0.012398207724532661,0.012351295910775661
77,0.01239651655230452,0.01235576905310154
78,0.012396236388560604,0.012347517535090446
79,0.012405327904750319,0.012352308258414268
80,0.012398542178904308,0.012347789481282234
81,0.012394158607896636,0.012350012548267841
82,0.012395042487803628,0.012349389493465424
83,0.01239249192397384,0.012345018796622753
84,0.012391377623905154,0.012343356385827065
85,0.012392684543395744,0.012348417192697525
86,0.01239259634166956,0.01235335785895586
87,0.01239735255127444,0.012343820184469223
88,0.012390665436053978,0.012341970577836037
89,0.01238991555703037,0.01234129723161459
90,0.012390536803971319,0.012339906767010689
91,0.012388540322289747,0.012343873269855976
92,0.01239223827553146,0.012343714945018291
93,0.012387638966388562,0.012340577319264412
94,0.012387529563377886,0.012342007830739021
95,0.012384467922589359,0.01233743131160736
96,0.012385832529295893,0.012338994070887566
97,0.012383575879913919,0.012338906526565552
98,0.012383858344572432,0.01235133409500122
99,0.012389216736397323,0.012337058782577515
100,0.012389125083299243,0.01233476959168911
101,0.012382366858861026,0.01234101690351963
102,0.012383257751079166,0.012345505878329277
103,0.012381137184360447,0.012333737686276436
104,0.012379901593222338,0.012339119799435139
105,0.012386231025790466,0.0123320072889328
106,0.01238451394088128,0.012350707314908504
107,0.012378025854773381,0.012331536039710045
108,0.012377302874537074,0.012346113100647926
109,0.01237873442690162,0.012330180034041405
110,0.012377585120060864,0.012333882041275501
111,0.012375931365086752,0.01233016699552536
112,0.012376895886571967,0.012330316007137299
113,0.012379821499480921,0.012339577078819275
114,0.012376436032354832,0.012328965589404106
115,0.01237321162925047,0.012330414727330208
116,0.012373965288348058,0.012328135780990124
117,0.012372872134780182,0.012332223355770111
118,0.012379732969052652,0.012336008250713348
119,0.012373727636740488,0.012329066172242165
120,0.01237925750148647,0.012326800264418125
121,0.012372412170995684,0.01236405223608017
122,0.012384860064176953,0.012377725914120674
123,0.012395569397246136,0.012372137047350407
124,0.01237559471936787,0.012326385825872421
125,0.012370493701275657,0.012325030751526356
126,0.012375323814066017,0.012324805371463299
