Variables = "X", "Y", "Ureal", "Vreal" , "Urec", "Vrec", "Uerror", "Verror" 
ZONE
i=128 , j=128

-5.25	-4	0.239239	0.959324	0.287698	0.922423	0.0484584	3.69E-02
-5.12992	-4	0.238928	0.958762	0.244334	0.952031	0.00540647	0.00673097
-5.00984	-4	0.238625	0.958173	0.238995	0.955427	0.000370339	0.00274569
-4.88976	-4	0.238324	0.957549	0.230253	0.960619	0.00807108	0.00306946
-4.76969	-4	0.238038	0.956895	0.229214	0.959173	0.0088243	0.00227779
-4.64961	-4	0.237756	0.956206	0.234082	0.952595	0.00367422	0.00361055
-4.52953	-4	0.237493	0.955484	0.234269	0.954067	0.00322393	0.00141674
-4.40945	-4	0.237241	0.954725	0.238244	0.953925	0.00100219	0.000800014
-4.28937	-4	0.237002	0.953927	0.238069	0.953113	0.00106661	0.000814497
-4.16929	-4	0.236793	0.953096	0.236299	0.951229	0.000494078	0.00186676
-4.04921	-4	0.236602	0.952224	0.235141	0.949488	0.0014604	0.00273639
-3.92913	-4	0.236432	0.951309	0.232387	0.949003	0.00404435	0.00230658
-3.80906	-4	0.236299	0.950358	0.232981	0.947074	0.00331764	0.00328368
-3.68898	-4	0.236198	0.949368	0.232389	0.946894	0.00380933	0.00247353
-3.5689	-4	0.236132	0.948332	0.230587	0.945703	0.00554502	0.0026294
-3.44882	-4	0.236105	0.947256	0.227313	0.943218	0.00879179	0.00403762
-3.32874	-4	0.236128	0.946141	0.228097	0.940803	0.00803113	0.00533819
-3.20866	-4	0.236205	0.94499	0.229698	0.942543	0.00650683	0.00244689
-3.08858	-4	0.236334	0.943799	0.23219	0.938577	0.00414321	0.00522232
-2.9685	-4	0.236524	0.94257	0.225983	0.943716	0.0105411	0.00114632
-2.84843	-4	0.236781	0.941308	0.227215	0.94035	0.00956596	0.000958145
-2.72835	-4	0.237111	0.940015	0.229472	0.936315	0.00763878	0.00370002
-2.60827	-4	0.237519	0.938694	0.228983	0.936482	0.00853597	0.00221258
-2.48819	-4	0.23801	0.93735	0.228822	0.936153	0.00918761	0.00119656
-2.36811	-4	0.23859	0.935988	0.229787	0.933966	0.00880222	0.00202137
-2.24803	-4	0.239264	0.934615	0.231249	0.929599	0.00801504	0.00501573
-2.12795	-4	0.240036	0.933238	0.231434	0.928944	0.00860201	0.00429398
-2.00787	-4	0.240912	0.931864	0.234669	0.924461	0.00624365	0.00740343
-1.8878	-4	0.241896	0.930501	0.235213	0.923522	0.00668301	0.00697958
-1.76772	-4	0.242991	0.929158	0.236635	0.921576	0.00635633	0.00758141
-1.64764	-4	0.2442	0.927844	0.237896	0.920532	0.0063042	0.00731206
-1.52756	-4	0.245528	0.92658	0.240009	0.91867	0.00551847	0.00790954
-1.40748	-4	0.246967	0.925374	0.241378	0.917471	0.00558878	0.0079028
-1.2874	-4	0.24852	0.924227	0.240778	0.920258	0.00774284	3.97E-03
-1.16732	-4	0.250181	0.923157	0.240671	0.922964	0.00951044	1.92E-04
-1.04724	-4	0.251954	0.922185	0.241997	0.92341	0.00995663	1.23E-03
-0.927165	-4	0.253822	0.921322	0.24309	0.923779	0.010732	2.46E-03
-0.807087	-4	0.255782	0.920569	0.24486	0.924317	0.0109213	0.00374782
-0.687008	-4	0.257826	0.919943	0.247166	0.924201	0.0106602	0.00425744
-0.566929	-4	0.259944	0.919467	0.250978	0.922767	0.00896561	0.00330025
-0.44685	-4	0.262116	0.919129	0.253026	0.922172	0.0090906	0.00304294
-0.326772	-4	0.26433	0.918952	0.255771	0.919707	0.00855869	0.000754774
-0.206693	-4	0.266575	0.918941	0.258192	0.918129	0.00838286	0.000812233
-0.0866142	-4	0.26883	0.919082	0.258887	0.918684	0.00994328	0.000397861
0.0334646	-4	0.271082	0.919406	0.262376	0.917036	0.00870514	0.00237
