epoch,loss,val_loss
0,0.012373495682635727,0.012285142205655575
1,0.012329493758871275,0.01226739026606083
2,0.012308538617456661,0.012183700688183308
3,0.01198916109826635,0.011173928156495094
4,0.010368901797953774,0.009921771474182606
5,0.009262226111091235,0.009892505593597889
6,0.008503707043607445,0.009158274158835411
7,0.007702567642006804,0.008020073175430298
8,0.006716707557001535,0.00689272116869688
9,0.005820853224791148,0.006106767803430557
10,0.00521163346574587,0.00558550376445055
11,0.004655040608828559,0.004821129143238068
12,0.004201792043578976,0.004324421286582947
13,0.0037769241231110167,0.0038392178248614073
14,0.003409807008745916,0.003475899575278163
15,0.003118131967151866,0.0031221620738506317
16,0.0028851532432086326,0.0029478748328983784
17,0.002696113277445821,0.002660151105374098
18,0.002508981934036402,0.002550856675952673
19,0.0023908841094988234,0.0023839306086301804
20,0.0022947253275881797,0.0022511514835059643
21,0.002186682225917192,0.0021751318126916885
22,0.0020908060593201835,0.002082965336740017
23,0.002013273989124333,0.002009860472753644
24,0.001961295212180737,0.0019551441073417664
25,0.001888485372011714,0.0018691802397370338
26,0.0018246503108564544,0.0018022942822426558
27,0.0017607302528203411,0.0017433399334549904
28,0.0017122456680654602,0.001704363850876689
29,0.0016846332753844122,0.0017037937650457025
30,0.0016684768694069456,0.0016756132245063782
31,0.0016480508904137155,0.0016540972283110023
32,0.0016104904866284307,0.0016696971142664552
33,0.0015544850543579634,0.0015200795605778694
34,0.0015051444951335296,0.0015198098262771964
35,0.001470409655560027,0.0014575629029422998
36,0.0014430293539429411,0.0014393425080925226
37,0.0014120973646640778,0.0014284526696428657
38,0.0013893742306048378,0.001385388313792646
39,0.0013600860736058915,0.0013605483109131455
40,0.0013393412535900578,0.0013498890912160277
41,0.0013200724086559871,0.0013329983921721578
42,0.0013034856426255668,0.0013099967036396265
43,0.0012803906780284118,0.0013111184816807508
44,0.0012802652097033227,0.0013127981219440699
45,0.0012580476742347375,0.0012631018180400133
46,0.0012305466841687175,0.0012443901505321264
47,0.0012098398908753606,0.0012260047951713204
48,0.0011928271406384952,0.001213887007907033
49,0.0011804457137580303,0.0012004636228084564
50,0.0011680953560725732,0.0011932837078347802
51,0.0011580172337262945,0.001183375483378768
52,0.0011490551850703709,0.0011800499632954597
53,0.0011386580984382069,0.0011790168937295675
54,0.0011359255089808036,0.0011651243548840284
55,0.0011339141192900784,0.0012004019226878881
56,0.0011248487486120533,0.0011526582529768348
57,0.0011436577530249076,0.0011554956436157227
58,0.0011529784978312604,0.0011366888647899032
59,0.001100389560794129,0.0011346680112183094
60,0.0010711297543500276,0.0010981453815475106
61,0.0010545777896528736,0.0010804509511217475
62,0.0010429139879039105,0.001067418372258544
63,0.0010360376019140378,0.0010698651894927025
64,0.0010291667559238918,0.0010549627477303147
65,0.0010204560479477925,0.0010507137048989534
66,0.0010164642350419478,0.0010537186171859503
67,0.0010109699968084255,0.0010325729381293058
68,0.0010003942708649179,0.001022855518385768
69,0.0009956498979590833,0.0010336951818317175
70,0.000988485277904307,0.0010135783813893795
71,0.0009786743835053023,0.001009336905553937
72,0.0009770259185803726,0.0009985456708818674
73,0.0009726162431487704,0.0010079911444336176
74,0.0009957184563116992,0.001048739766702056
75,0.0010235767352723463,0.001044789096340537
76,0.0009979141383048367,0.0010092398151755333
77,0.0009761181461405667,0.000979865901172161
78,0.0009701843099559055,0.0009854462696239352
79,0.0009524240946013699,0.0009732091566547751
80,0.0009438233374727561,0.000956166535615921
81,0.0009320135851500227,0.0009580912301316857
82,0.0009291603757232866,0.0009554047137498856
83,0.0009240249397835749,0.0009389301994815469
84,0.0009164622923194923,0.0009377804817631841
85,0.0009109666125903674,0.0009370613843202591
86,0.0009176707039039363,0.00092637341003865
87,0.0009047075462363222,0.0009443133021704853
88,0.0009011492331731407,0.0009249597787857056
